Player,Team,AGE,GP,W,L,MIN,PTS,FGA,FG%,3PA,3P%,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Year,累積前三隊,當年有無入選,勝率,position,DFG_percent,DIFF_percent,Pos,Final_Position,是否首次入選
Maxi Kleber,DAL,26,72,20,52,16.8,5.4,4.3,48.9,1.8,31.3,0.8,74.6,1.0,2.3,3.3,0.7,0.4,0.4,0.7,1.6,12.9,1,0,-1.8,2018,0,False,0.28,F,53.4,-3.8,,F,False
Myke Henry,MEM,25,20,3,17,18.9,5.4,5.5,37.6,2.9,32.8,0.5,60.0,0.5,1.4,1.9,1.1,1.0,1.6,0.3,1.4,13.9,0,0,-1.5,2018,0,False,0.15,F,64.7,9.0,,F,False
Ed Davis,POR,29,78,48,30,18.9,5.3,3.7,58.2,0.0,0.0,1.4,66.7,2.3,5.0,7.4,0.5,0.8,0.4,0.7,2.4,17.3,6,0,1.2,2018,0,False,0.62,F-C,50.9,-6.3,,F-C,False
Corey Brewer,OKC,32,72,32,40,16.8,5.3,4.4,44.9,1.5,28.2,1.3,72.2,0.6,1.5,2.1,0.9,0.7,1.1,0.2,1.9,12.4,0,0,-0.8,2018,0,False,0.44,G-F,51.5,-5.4,,G-F,False
Corey Brewer,OKC,32,72,32,40,16.8,5.3,4.4,44.9,1.5,28.2,1.3,72.2,0.6,1.5,2.1,0.9,0.7,1.1,0.2,1.9,12.4,0,0,-0.8,2018,0,False,0.44,F,62.0,5.5,,F,False
Daniel Theis,BOS,26,63,44,19,14.9,5.3,3.7,54.1,0.9,31.0,1.3,75.3,1.4,2.9,4.3,0.9,0.9,0.5,0.8,2.5,14.6,2,0,0.0,2018,0,False,0.7,F-C,49.8,-7.1,,F-C,False
DeAndre' Bembry,ATL,23,26,8,18,17.5,5.2,4.9,41.4,1.2,36.7,1.3,57.6,0.3,2.5,2.8,1.9,1.8,0.8,0.5,1.5,13.4,0,0,-2.9,2018,0,False,0.31,F-G,62.9,8.7,,F-G,False
Brandon Jennings,MIL,28,14,8,6,14.7,5.2,5.1,37.5,2.4,27.3,0.7,100.0,0.4,1.9,2.2,3.1,1.3,0.4,0.3,0.8,13.4,1,0,-4.5,2018,0,False,0.57,G,70.0,15.1,,G,False
Luke Babbitt,MIA,29,50,15,35,14.3,5.2,4.3,42.3,3.1,38.5,0.4,77.3,0.1,1.8,1.9,0.6,0.4,0.2,0.1,1.1,8.9,0,0,-0.7,2018,0,False,0.3,F,57.9,2.1,,F,False
Jamel Artis,ORL,25,15,4,11,18.6,5.1,5.3,39.2,1.9,27.6,0.8,58.3,0.3,2.3,2.5,1.2,0.5,0.1,0.2,0.7,10.4,0,0,-0.4,2018,0,False,0.27,G,48.6,-6.7,,G,False
Willy Hernangomez,CHA,24,48,20,28,10.3,5.1,3.4,55.5,0.3,41.7,1.9,65.6,1.3,2.5,3.8,0.7,0.7,0.4,0.3,1.3,12.1,4,0,0.0,2018,0,False,0.42,C,58.2,2.0,,C,False
Tyus Jones,MIN,22,82,47,35,17.9,5.1,4.0,45.7,1.6,34.9,1.0,87.7,0.2,1.4,1.6,2.8,0.7,1.2,0.1,1.3,14.2,0,0,2.2,2018,0,False,0.57,G,62.8,8.8,,G,False
Rodney McGruder,MIA,26,18,11,7,16.6,5.1,4.1,49.3,1.9,42.9,0.4,50.0,0.6,1.2,1.8,0.9,0.2,0.4,0.2,1.2,10.3,0,0,1.8,2018,0,False,0.61,G-F,46.7,-5.8,,G-F,False
Channing Frye,LAL,35,53,28,25,13.1,5.0,4.0,49.1,2.2,33.9,0.4,89.5,0.2,2.3,2.5,0.7,0.4,0.3,0.2,1.3,10.5,0,0,2.2,2018,0,False,0.53,F,62.0,6.5,,F,False
Shabazz Muhammad,MIL,25,43,25,18,9.7,5.0,4.4,44.7,0.6,25.9,1.2,78.0,0.5,1.2,1.8,0.3,0.1,0.2,0.1,0.7,8.3,0,0,-2.7,2018,0,False,0.58,G-F,64.6,9.2,,G-F,False
Andre Roberson,OKC,26,39,24,15,26.6,5.0,4.2,53.7,0.9,22.2,1.0,31.6,1.9,2.8,4.7,1.2,0.8,1.2,0.9,2.3,17.8,0,0,4.8,2018,0,False,0.62,G,56.8,0.4,,G,False
Royce O'Neale,UTA,25,69,43,26,16.7,5.0,4.1,42.3,1.7,35.6,1.1,80.3,0.4,3.1,3.4,1.4,0.8,0.5,0.2,1.5,12.6,1,0,2.8,2018,0,False,0.62,F,54.9,-0.9,,F,False
Brandan Wright,HOU,30,28,11,17,13.6,5.0,3.6,57.8,0.0,0.0,1.2,63.6,1.2,2.2,3.4,0.5,0.3,0.5,0.9,1.1,13.6,0,0,1.5,2018,0,False,0.39,F-C,54.3,-3.4,,F-C,False
Jameer Nelson,DET,36,50,25,25,20.3,4.9,4.9,38.9,2.5,33.1,0.4,80.0,0.3,1.8,2.1,3.6,1.3,0.5,0.1,1.6,13.3,0,0,-2.1,2018,0,False,0.5,G,58.7,4.6,,G,False
Noah Vonleh,CHI,22,54,24,30,16.2,4.9,4.3,44.4,1.2,30.3,1.1,62.1,1.3,4.5,5.8,0.6,0.6,0.4,0.3,1.3,14.2,3,0,-0.7,2018,0,False,0.44,F,56.9,1.0,,F,False
Cheick Diallo,NOP,21,52,29,23,11.2,4.9,3.4,58.0,0.0,0.0,1.3,75.8,0.9,3.2,4.1,0.4,0.5,0.2,0.4,1.6,11.6,3,0,-2.0,2018,0,False,0.56,F,56.3,-0.2,,F,False
Ramon Sessions,WAS,32,28,10,18,14.0,4.9,4.2,35.9,0.9,30.8,2.0,77.2,0.2,1.1,1.4,2.8,1.1,0.5,0.1,1.0,11.3,0,0,-3.0,2018,0,False,0.36,G,58.3,4.1,,G,False
Jawun Evans,LAC,21,48,24,24,16.2,4.8,5.3,35.2,1.1,27.8,1.0,77.6,0.2,1.6,1.8,2.1,0.9,0.8,0.1,2.0,11.7,0,0,0.2,2018,0,False,0.5,G,59.0,6.7,,G,False
Thon Maker,MIL,21,74,40,34,16.7,4.8,4.3,41.1,1.4,29.8,1.3,69.9,1.0,2.0,3.0,0.6,0.6,0.5,0.7,2.2,12.5,0,0,-2.2,2018,0,False,0.54,C-F,56.7,-0.9,,C-F,False
JaVale McGee,GSW,30,65,45,20,9.5,4.8,3.4,62.1,0.1,0.0,0.8,73.1,0.9,1.7,2.6,0.5,0.4,0.3,0.9,1.4,11.8,0,0,0.6,2018,0,False,0.69,C,52.4,-4.4,,C,False
Ian Mahinmi,WAS,31,77,42,35,14.9,4.8,3.2,55.6,0.0,0.0,1.7,70.3,1.8,2.3,4.1,0.7,1.3,0.5,0.5,3.0,12.5,1,0,0.2,2018,0,False,0.55,C,53.8,-3.2,,C,False
Johnny O'Bryant III,CHA,25,36,15,21,10.5,4.8,4.8,39.8,1.2,32.6,0.7,84.0,0.8,1.8,2.6,0.4,0.4,0.3,0.2,1.3,9.3,0,0,-2.4,2018,0,False,0.42,F,60.6,2.5,,F,False
Alex Abrines,OKC,24,75,42,33,15.1,4.7,3.9,39.5,2.9,38.0,0.6,84.8,0.3,1.2,1.5,0.4,0.3,0.5,0.1,1.7,8.6,0,0,0.6,2018,0,False,0.56,G,54.9,-1.2,,G,False
Tyler Cavanaugh,ATL,24,39,11,28,13.3,4.7,3.9,44.1,2.3,36.0,0.5,81.0,1.2,2.1,3.3,0.7,0.3,0.2,0.1,1.6,10.3,0,0,-0.6,2018,0,False,0.28,F,61.9,5.3,,F,False
JaKarr Sampson,SAC,25,22,6,16,15.6,4.7,3.7,54.3,0.5,50.0,0.7,62.5,1.0,2.6,3.5,0.4,0.4,0.4,1.0,2.2,13.3,0,0,0.0,2018,0,False,0.27,F,39.4,-19.3,,F,False
Tony Allen,NOP,36,22,12,10,12.4,4.7,4.1,48.4,0.5,33.3,1.0,52.4,0.9,1.2,2.1,0.4,0.9,0.5,0.1,2.2,8.9,0,0,-0.9,2018,0,False,0.55,G-F,62.9,6.3,,G-F,False
Jaylen Morris,ATL,22,6,2,4,16.4,4.7,5.3,40.6,1.7,20.0,0.0,0.0,0.3,2.3,2.7,1.2,1.0,0.3,0.2,0.3,10.1,0,0,-7.0,2018,0,False,0.33,G,62.5,6.0,,G,False
Willie Reed,DET,28,42,20,22,10.2,4.6,2.9,66.9,0.0,50.0,1.3,58.2,0.8,2.0,2.9,0.2,0.5,0.2,0.5,1.3,10.2,1,0,0.4,2018,0,False,0.48,C,52.4,-5.0,,C,False
Jalen Jones,DAL,25,16,3,13,11.3,4.6,4.3,38.2,1.6,38.5,1.2,63.2,0.8,1.6,2.4,0.3,0.4,0.3,0.1,1.4,8.5,0,0,-2.0,2018,0,False,0.19,F,69.6,11.7,,F,False
Amir Johnson,PHI,31,74,47,27,15.8,4.6,3.5,53.8,0.4,31.3,1.1,61.2,1.7,2.8,4.5,1.6,0.7,0.6,0.6,2.6,15.2,1,0,0.1,2018,0,False,0.64,C-F,49.1,-7.7,,C-F,False
Andrew White III,ATL,25,15,1,14,13.9,4.6,4.9,34.2,3.3,36.7,0.3,25.0,0.3,2.0,2.3,0.4,0.5,0.2,0.1,0.8,8.2,0,0,-5.1,2018,0,False,0.07,F,60.0,3.3,,F,False
Jordan Bell,GSW,23,57,43,14,14.2,4.6,3.2,62.7,0.1,0.0,0.8,68.2,1.1,2.6,3.6,1.8,0.9,0.6,1.0,1.6,15.5,1,0,2.8,2018,0,False,0.75,C-F,49.4,-7.3,,C-F,False
Michael Carter-Williams,CHA,26,52,23,29,16.1,4.6,4.4,33.2,1.1,23.7,1.7,82.0,0.7,1.9,2.7,2.2,1.0,0.8,0.4,1.9,14.0,0,0,-1.2,2018,0,False,0.44,G,54.0,-1.3,,G,False
Jose Calderon,CLE,36,57,33,24,16.0,4.5,3.2,50.3,1.7,46.4,0.5,80.0,0.2,1.2,1.5,2.1,0.7,0.5,0.0,1.4,10.1,0,0,1.1,2018,0,False,0.58,G,60.5,6.1,,G,False
Raul Neto,UTA,26,41,28,13,12.2,4.5,3.7,45.7,1.1,40.4,0.9,74.3,0.2,1.0,1.2,1.8,0.9,0.3,0.1,0.9,9.0,0,0,2.9,2018,0,False,0.68,G,50.6,-2.2,,G,False
Isaiah Hicks,NYK,23,18,4,14,13.3,4.4,4.0,45.8,0.5,22.2,1.0,66.7,0.6,1.7,2.3,0.9,0.9,0.1,0.2,2.5,8.6,0,0,-2.5,2018,0,False,0.22,F,51.9,-4.9,,F,False
Iman Shumpert,SAC,28,14,9,5,19.7,4.4,4.1,37.9,1.9,26.9,1.1,73.3,0.5,2.4,2.9,1.2,1.1,0.6,0.3,1.6,11.4,0,0,2.0,2018,0,False,0.64,G,57.8,3.9,,G,False
Zach Collins,POR,20,66,41,25,15.8,4.4,4.4,39.8,1.7,31.0,0.6,64.3,0.7,2.7,3.3,0.8,0.9,0.3,0.5,2.0,10.9,0,0,0.2,2018,0,False,0.62,C-F,47.4,-8.0,,C-F,False
Nik Stauskas,BKN,24,41,14,27,12.8,4.4,3.8,39.0,2.4,40.0,0.7,72.4,0.1,1.5,1.6,1.0,0.6,0.2,0.1,0.6,8.0,0,0,-1.4,2018,0,False,0.34,G,55.7,0.1,,G,False
Travis Wear,LAL,27,17,7,10,13.4,4.4,4.2,34.7,2.8,36.2,0.5,100.0,0.0,2.2,2.2,0.4,0.4,0.2,0.3,1.8,8.9,0,0,0.6,2018,0,False,0.41,F,55.1,-2.7,,F,False
Emeka Okafor,NOP,35,26,16,10,13.6,4.4,3.7,50.5,0.0,0.0,0.8,81.8,1.8,2.8,4.6,0.3,0.5,0.3,1.0,1.2,13.7,0,0,0.0,2018,0,False,0.62,C,53.4,-3.9,,C,False
Nerlens Noel,DAL,24,30,6,24,15.7,4.4,3.5,52.4,0.0,0.0,0.9,75.0,1.6,4.0,5.6,0.7,0.9,1.0,0.7,2.0,16.5,2,0,-4.0,2018,0,False,0.2,C,59.6,1.4,,C,False
Treveon Graham,CHA,24,63,28,35,16.7,4.3,3.5,43.4,1.5,41.2,0.9,69.5,0.7,1.3,1.9,0.9,0.4,0.5,0.0,1.7,9.3,0,0,-1.5,2018,0,False,0.44,G-F,61.0,6.9,,G-F,False
Matthew Dellavedova,MIL,27,38,21,17,18.7,4.3,4.0,36.2,2.1,37.2,0.7,92.6,0.4,1.3,1.7,3.8,1.3,0.4,0.0,1.8,11.9,0,0,-2.1,2018,0,False,0.55,G,63.0,7.5,,G,False
Miles Plumlee,ATL,29,55,19,36,16.7,4.3,3.3,58.3,0.0,0.0,1.1,45.0,1.4,2.7,4.1,0.8,1.1,0.3,0.5,1.4,11.9,1,0,-2.9,2018,0,False,0.35,C-F,50.8,-6.7,,C-F,False
Shane Larkin,BOS,25,54,39,15,14.3,4.3,4.1,38.4,1.6,36.0,0.7,86.5,0.3,1.4,1.7,1.8,0.6,0.5,0.0,1.1,10.2,1,0,0.2,2018,0,False,0.72,G,61.0,6.1,,G,False
Khem Birch,ORL,25,42,14,28,13.8,4.2,3.0,54.0,0.0,0.0,1.5,68.9,1.7,2.6,4.3,0.8,0.5,0.4,0.5,1.3,12.7,3,0,0.3,2018,0,False,0.33,C,50.0,-6.8,,C,False
Timofey Mozgov,BKN,31,31,12,19,11.6,4.2,3.0,55.9,0.6,22.2,1.0,76.7,1.0,2.1,3.2,0.4,1.1,0.2,0.4,1.3,9.2,0,0,-2.9,2018,0,False,0.39,C,38.8,-18.7,,C,False
Adreian Payne,ORL,27,5,0,5,8.5,4.2,2.0,70.0,0.6,66.7,1.2,83.3,0.4,1.4,1.8,0.0,0.4,0.4,0.0,1.2,7.2,0,0,-2.6,2018,0,False,0.0,F,75.0,14.4,,F,False
Torrey Craig,DEN,27,39,22,17,16.1,4.2,3.5,45.3,1.5,29.3,0.9,62.9,1.0,2.2,3.3,0.6,0.5,0.3,0.4,1.6,10.6,0,0,-1.6,2018,0,False,0.56,G-F,57.7,2.0,,G-F,False
Sam Dekker,LAC,24,73,36,37,12.1,4.2,3.5,49.4,0.8,16.7,0.8,66.1,0.6,1.8,2.4,0.5,0.5,0.3,0.1,1.0,8.7,0,0,0.8,2018,0,False,0.49,F,49.7,-6.9,,F,False
Tyler Ennis,LAL,23,54,22,32,12.7,4.1,4.1,42.0,1.0,25.0,0.5,75.9,0.4,1.4,1.8,1.9,0.7,0.6,0.2,1.4,10.7,1,0,-0.4,2018,0,False,0.41,G,56.8,2.1,,G,False
Damyean Dotson,NYK,24,44,11,33,10.8,4.1,3.7,44.7,1.5,32.4,0.5,69.6,0.2,1.7,1.9,0.7,0.4,0.3,0.0,0.8,8.1,2,0,-0.9,2018,0,False,0.25,G,53.3,-3.2,,G,False
Glenn Robinson III,IND,24,23,14,9,14.7,4.1,3.7,42.4,1.5,41.2,0.5,81.8,0.5,1.1,1.6,0.7,0.2,0.6,0.0,0.6,8.8,0,0,0.0,2018,0,False,0.61,G-F,57.6,0.6,,G-F,False
Joffrey Lauvergne,SAS,26,55,30,25,9.7,4.1,3.5,51.6,0.1,0.0,0.9,63.8,1.1,2.0,3.1,0.7,0.6,0.2,0.1,0.8,9.0,1,0,-1.2,2018,0,False,0.55,C,65.7,7.2,,C,False
Alec Peters,PHX,23,20,2,18,11.2,4.1,3.7,37.8,2.9,31.0,0.5,80.0,0.4,1.5,1.9,0.6,0.2,0.1,0.1,0.7,7.6,0,0,1.8,2018,0,False,0.1,F,47.4,-5.4,,F,False
Lance Thomas,NYK,30,73,25,48,18.5,4.1,3.7,38.2,1.7,40.3,0.7,83.0,0.6,1.8,2.4,0.6,0.6,0.4,0.2,1.8,9.1,0,0,-2.5,2018,0,False,0.34,F,50.9,-6.0,,F,False
Kevon Looney,GSW,22,66,45,21,13.8,4.0,2.9,58.0,0.1,20.0,1.2,54.5,1.3,2.0,3.3,0.6,0.5,0.5,0.8,1.6,12.5,0,0,1.8,2018,0,False,0.68,F,49.8,-7.6,,F,False
Jordan Mickey,MIA,23,23,15,8,12.4,4.0,3.6,47.6,0.7,12.5,0.8,68.4,0.8,2.7,3.5,0.4,0.8,0.3,0.4,1.6,10.2,0,0,-1.3,2018,0,False,0.65,C-F,51.8,-7.9,,C-F,False
Paul Zipser,CHI,24,54,17,37,15.3,4.0,4.3,34.6,2.0,33.6,0.5,76.0,0.2,2.2,2.4,0.9,0.8,0.4,0.3,1.6,9.4,0,0,-4.0,2018,0,False,0.31,F,60.1,2.9,,F,False
Sterling Brown,MIL,23,54,26,28,14.4,4.0,3.8,40.0,1.7,35.2,0.4,87.5,0.5,2.1,2.6,0.5,0.5,0.6,0.2,1.5,9.9,0,0,-0.9,2018,0,False,0.48,G,59.2,2.9,,G,False
Patrick McCaw,GSW,22,57,41,16,16.9,4.0,3.9,40.9,1.4,23.8,0.6,76.5,0.3,1.2,1.4,1.4,0.7,0.8,0.2,1.2,9.9,0,0,-1.5,2018,0,False,0.72,G,61.1,5.1,,G,False
Alan Williams,PHX,25,5,1,4,14.1,4.0,3.6,38.9,0.0,0.0,1.8,66.7,0.6,3.8,4.4,1.6,1.4,1.0,0.2,2.6,13.9,0,0,0.2,2018,0,False,0.2,F-C,44.4,-15.9,,F-C,False
Chinanu Onuaku,HOU,21,1,0,1,21.6,4.0,5.0,40.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,3.0,0.0,0.0,4.0,7.3,0,0,-8.0,2018,0,False,0.0,C,100.0,49.2,,C,False
Henry Ellenson,DET,21,38,21,17,8.7,4.0,3.8,36.3,1.6,33.3,0.8,86.2,0.3,1.9,2.1,0.5,0.5,0.1,0.0,0.6,7.2,1,0,-0.1,2018,0,False,0.55,F,66.7,9.6,,F,False
Joe Young,IND,26,53,28,25,10.5,3.9,3.5,43.0,1.2,37.9,0.5,75.9,0.2,1.0,1.2,0.7,0.5,0.3,0.0,0.7,6.8,0,0,-1.0,2018,0,False,0.53,G,64.3,11.2,,G,False
Cedi Osman,CLE,23,61,35,26,11.0,3.9,3.0,48.4,1.4,36.8,0.8,56.5,0.3,1.7,2.0,0.7,0.5,0.4,0.0,1.3,8.0,0,0,0.6,2018,0,False,0.57,F-G,56.0,1.0,,F-G,False
Patrick Patterson,OKC,29,82,48,34,15.5,3.9,3.2,39.8,2.1,38.6,0.6,87.0,0.4,2.0,2.4,0.7,0.4,0.6,0.3,1.1,9.9,0,0,-0.9,2018,0,False,0.59,F,52.0,-4.8,,F,False
Sindarius Thornwell,LAC,23,73,36,37,15.8,3.9,3.2,42.9,0.8,37.7,1.2,67.0,0.5,1.5,1.9,0.9,0.7,0.7,0.3,1.7,9.8,0,0,-1.4,2018,0,False,0.49,G,58.8,2.7,,G,False
RJ Hunter,HOU,24,5,3,2,9.0,3.8,4.0,35.0,2.8,21.4,0.4,100.0,0.0,1.0,1.0,0.6,0.4,0.6,0.0,1.4,7.3,0,0,0.2,2018,0,False,0.6,G,57.1,5.2,,G,False
Ivica Zubac,LAL,21,43,19,24,9.5,3.7,2.8,50.0,0.0,0.0,1.2,76.5,1.0,1.8,2.9,0.6,0.6,0.2,0.3,1.1,9.0,1,0,1.0,2018,0,False,0.44,C,49.3,-8.5,,C,False
Ante Zizic,CLE,21,32,21,11,6.7,3.7,2.1,73.1,0.0,0.0,0.9,72.4,0.8,1.1,1.9,0.2,0.3,0.1,0.4,0.9,7.3,0,0,-1.2,2018,0,False,0.66,F-C,52.1,-3.8,,F-C,False
Wes Iwundu,ORL,23,62,18,44,16.5,3.7,3.5,42.7,0.7,19.6,0.8,72.3,0.6,1.6,2.2,0.9,0.5,0.5,0.2,1.3,9.4,0,0,-1.7,2018,0,False,0.29,F,62.9,8.0,,F,False
Marquis Teague,MEM,25,3,0,3,24.6,3.7,5.3,25.0,1.3,25.0,1.7,40.0,0.3,1.7,2.0,4.3,1.0,1.3,0.0,1.7,15.6,0,0,-8.0,2018,0,False,0.0,G,57.1,4.2,,G,False
Alex Caruso,LAL,24,37,16,21,15.2,3.6,3.1,43.1,1.2,30.2,0.8,70.0,0.4,1.4,1.8,2.0,1.1,0.6,0.3,1.4,10.3,0,0,-0.1,2018,0,False,0.43,G,54.1,-0.9,,G,False
Kay Felder,DET,23,16,6,10,8.7,3.6,4.4,30.0,1.2,21.1,0.8,91.7,0.2,0.9,1.1,1.3,1.0,0.2,0.1,0.7,6.5,0,0,-3.0,2018,0,False,0.38,G,68.8,10.7,,G,False
Tarik Black,HOU,26,51,40,11,10.5,3.5,2.5,59.1,0.2,9.1,1.2,46.0,1.2,2.0,3.2,0.3,0.7,0.4,0.6,2.1,10.1,2,0,-1.5,2018,0,False,0.78,F-C,52.0,-4.4,,F-C,False
Salah Mejri,DAL,32,61,21,40,11.9,3.5,2.2,64.2,0.0,0.0,1.1,57.6,1.4,2.6,4.0,0.6,0.6,0.4,1.1,2.0,12.9,1,0,0.3,2018,0,False,0.34,C,50.0,-7.5,,C,False
Jason Smith,WAS,32,33,15,18,8.6,3.4,3.5,39.1,1.0,12.5,0.6,90.5,0.5,1.1,1.6,0.4,0.5,0.1,0.4,1.3,7.0,0,0,-2.5,2018,0,False,0.45,F-C,57.6,2.3,,F-C,False
Malachi Richardson,TOR,22,26,8,18,12.4,3.4,3.5,33.3,1.5,30.0,0.8,77.3,0.2,1.1,1.3,0.5,0.4,0.4,0.0,1.0,6.6,0,0,-2.2,2018,0,False,0.31,G,63.0,4.6,,G,False
Milton Doyle,BKN,24,10,2,8,12.5,3.4,4.7,27.7,2.3,17.4,0.8,50.0,0.3,1.5,1.8,1.0,0.2,0.6,0.2,1.3,9.3,0,0,-1.2,2018,0,False,0.2,G,71.4,17.5,,G,False
Walt Lemon Jr.,NOP,25,5,4,1,7.0,3.4,3.2,43.8,0.2,100.0,0.6,66.7,0.0,0.4,0.4,1.0,0.8,0.0,0.2,1.0,5.2,0,0,-3.0,2018,0,False,0.8,PG,37.5,-16.6,,PG,False
Meyers Leonard,POR,26,33,17,16,7.7,3.4,2.4,59.0,0.8,42.3,0.3,81.8,0.4,1.8,2.1,0.5,0.3,0.2,0.0,1.1,7.0,0,0,-1.1,2018,0,False,0.52,C,58.9,1.4,,C,False
Arron Afflalo,ORL,32,53,16,37,12.9,3.4,3.1,40.1,1.3,38.6,0.5,84.6,0.1,1.2,1.2,0.6,0.4,0.1,0.2,1.1,6.1,0,0,-1.8,2018,0,False,0.3,G,50.6,-4.3,,G,False
David Stockton,UTA,27,3,3,0,3.1,3.3,1.0,66.7,1.0,66.7,1.3,100.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.0,3.0,0,0,-3.7,2018,0,False,1.0,G,50.0,-3.4,,G,False
Monte Morris,DEN,23,3,2,1,8.4,3.3,2.0,66.7,0.3,0.0,0.7,100.0,0.0,0.7,0.7,2.3,0.3,1.0,0.0,0.3,10.3,0,0,-2.3,2018,0,False,0.67,G,50.0,-7.1,,G,False
Okaro White,CLE,25,6,2,4,13.3,3.3,2.7,43.8,1.8,36.4,0.5,66.7,0.5,1.3,1.8,0.3,0.2,0.2,0.2,1.0,6.9,0,0,-0.2,2018,0,False,0.33,F,58.8,2.9,,F,False
Dwayne Bacon,CHA,22,53,25,28,13.5,3.3,3.6,37.5,0.8,25.6,0.5,80.0,0.1,2.3,2.3,0.7,0.4,0.3,0.0,0.9,7.8,0,0,0.2,2018,0,False,0.47,F,54.5,-1.5,,F,False
Juancho Hernangomez,DEN,22,25,15,10,11.1,3.3,3.0,38.7,2.0,28.0,0.5,83.3,0.7,1.4,2.2,0.5,0.4,0.2,0.1,1.0,7.3,0,0,-1.0,2018,0,False,0.6,F,54.4,-1.3,,F,False
Jason Terry,MIL,40,51,27,24,16.0,3.3,3.0,38.3,2.3,34.8,0.2,88.9,0.1,0.8,0.9,1.2,0.5,0.8,0.3,1.0,8.9,0,0,0.4,2018,0,False,0.53,G,64.5,9.1,,G,False
Derrick White,SAS,23,17,7,10,8.2,3.2,1.9,48.5,0.8,61.5,1.2,70.0,0.3,1.2,1.5,0.5,0.4,0.2,0.2,0.5,6.7,0,0,1.8,2018,0,False,0.41,G,59.1,2.6,,G,False
Jared Dudley,PHX,32,48,7,41,14.3,3.2,2.5,39.3,1.7,36.3,0.7,77.1,0.2,1.8,2.0,1.6,0.6,0.5,0.2,1.8,9.6,0,0,0.0,2018,0,False,0.15,F,61.6,4.8,,F,False
Malik Beasley,DEN,21,62,34,28,9.4,3.2,2.9,41.0,1.3,34.1,0.5,66.7,0.2,0.9,1.1,0.5,0.4,0.2,0.1,0.6,6.0,0,0,-0.4,2018,0,False,0.55,G,46.3,-9.2,,G,False
Kyle Collinsworth,DAL,26,32,9,23,15.0,3.2,3.1,38.4,0.5,23.5,1.3,52.5,1.0,2.3,3.3,1.8,0.8,0.5,0.3,1.4,11.5,1,0,-0.9,2018,0,False,0.28,G,53.0,-2.8,,G,False
Terrance Ferguson,OKC,20,61,37,24,12.5,3.1,2.8,41.4,2.0,33.3,0.2,90.0,0.3,0.5,0.8,0.3,0.2,0.4,0.2,1.4,6.0,0,0,-1.4,2018,0,False,0.61,G,52.6,-2.7,,G,False
Derrick Jones Jr.,MIA,21,20,9,11,12.3,3.1,2.7,39.6,0.9,16.7,1.2,66.7,1.1,0.9,1.9,0.5,0.4,0.2,0.7,1.2,8.2,0,0,-1.8,2018,0,False,0.45,F-G,54.1,-3.5,,F-G,False
Abdel Nader,BOS,24,48,33,15,10.9,3.0,3.1,33.6,1.4,35.4,0.8,59.0,0.3,1.2,1.5,0.5,0.7,0.3,0.2,0.9,6.5,0,0,-2.3,2018,0,False,0.69,F,56.9,2.7,,F,False
Anthony Brown,MIN,25,1,0,1,3.7,3.0,1.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,0,0,3.0,2018,0,False,0.0,,,,,,False
Davon Reed,PHX,23,21,2,19,11.5,3.0,3.6,28.9,1.8,28.9,0.6,66.7,0.1,1.8,1.9,0.6,0.5,0.5,0.1,0.8,7.4,0,0,-3.6,2018,0,False,0.1,G,69.7,12.9,,G,False
Gary Payton II,LAL,25,23,10,13,9.6,3.0,3.2,40.5,1.1,24.0,0.4,33.3,0.6,1.3,1.9,0.9,0.3,0.3,0.1,1.3,7.7,1,0,0.5,2018,0,False,0.43,G,57.4,1.0,,G,False
Jabari Bird,BOS,23,13,8,5,8.8,3.0,2.0,57.7,0.5,42.9,1.0,46.2,0.5,1.0,1.5,0.6,0.6,0.2,0.1,0.5,6.0,0,0,1.4,2018,0,False,0.62,G,40.0,-14.3,,G,False
Kendrick Perkins,CLE,33,1,0,1,14.5,3.0,2.0,50.0,0.0,0.0,2.0,50.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,9.2,0,0,3.0,2018,0,False,0.0,C,100.0,44.9,,C,False
Naz Mitrou-Long,UTA,24,1,0,1,0.5,3.0,1.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,5.0,2018,0,False,0.0,,,,,,False
Nigel Hayes,SAC,23,9,6,3,13.6,3.0,3.7,33.3,1.8,25.0,0.3,33.3,0.4,2.0,2.4,0.7,0.2,0.2,0.3,0.9,8.4,0,0,1.0,2018,0,False,0.67,F,50.0,-6.2,,F,False
Tim Frazier,WAS,27,59,31,28,14.2,3.0,2.9,39.5,0.9,30.4,0.5,76.7,0.3,1.6,1.9,3.3,1.0,0.8,0.1,1.6,12.0,0,0,-1.5,2018,0,False,0.53,G,64.3,8.7,,G,False
T.J. Leaf,IND,21,53,31,22,8.7,2.9,2.6,47.1,0.8,42.9,0.3,62.5,0.5,1.0,1.5,0.2,0.2,0.1,0.1,0.8,5.4,0,0,-1.5,2018,0,False,0.58,F,55.8,1.2,,F,False
