Player,Team,AGE,GP,W,L,MIN,PTS,FGA,FG%,3PA,3P%,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Year,累積前三隊,當年有無入選,勝率,position,DFG_percent,DIFF_percent,Pos,Final_Position,是否首次入選
Joel Embiid,PHI,28,68,45,23,33.8,30.6,19.6,49.9,3.7,37.1,11.8,81.4,2.1,9.6,11.7,4.2,3.1,1.1,1.5,2.7,55.5,46,2,5.4,2022,3,False,0.66,C-F,54.8,-5.4,,C-F,False
LeBron James,LAL,37,56,25,31,37.2,30.3,21.8,52.4,8.0,35.9,6.0,75.6,1.1,7.1,8.2,6.2,3.5,1.3,1.1,2.2,53.0,21,6,-2.1,2022,17,False,0.45,F,51.8,-6.9,,F,False
Giannis Antetokounmpo,MIL,27,67,45,22,32.9,29.9,18.6,55.3,3.6,29.3,11.4,72.2,2.0,9.6,11.6,5.8,3.3,1.1,1.4,3.2,56.5,46,4,5.9,2022,5,False,0.67,F,50.9,-8.6,,F,False
Kevin Durant,BKN,33,55,36,19,37.2,29.9,20.3,51.8,5.5,38.3,7.4,91.0,0.5,6.9,7.4,6.4,3.5,0.9,0.9,2.1,50.3,18,4,4.9,2022,9,False,0.65,F,52.4,-6.3,,F,False
Luka Doncic,DAL,23,65,44,21,35.4,28.4,21.6,45.7,8.8,35.3,7.5,74.4,0.9,8.3,9.1,8.7,4.5,1.2,0.6,2.2,53.1,44,10,2.2,2022,2,False,0.68,F-G,59.2,0.9,,F-G,False
Trae Young,ATL,23,76,40,36,34.9,28.4,20.3,46.0,8.0,38.2,7.3,90.4,0.7,3.1,3.7,9.7,4.0,0.9,0.1,1.7,46.5,42,0,2.1,2022,0,False,0.53,G,61.4,4.1,,G,False
DeMar DeRozan,CHI,32,76,43,33,36.1,27.9,20.2,50.4,1.9,35.2,7.8,87.7,0.7,4.4,5.2,4.9,2.4,0.9,0.3,2.3,42.7,6,0,1.0,2022,2,False,0.57,G-F,58.9,0.4,,G-F,False
Kyrie Irving,BKN,30,29,14,15,37.6,27.4,21.2,46.9,8.2,41.8,4.4,91.5,0.6,3.8,4.4,5.8,2.5,1.4,0.6,2.8,44.8,2,0,4.2,2022,3,False,0.48,G,54.0,-4.0,,G,False
Ja Morant,MEM,22,57,36,21,33.1,27.4,20.6,49.3,4.5,34.4,7.3,76.1,1.4,4.4,5.7,6.7,3.4,1.2,0.4,1.5,45.6,10,1,3.3,2022,0,False,0.63,G,50.9,-7.6,,G,False
Nikola Jokic,DEN,27,74,46,28,33.5,27.1,17.7,58.3,3.9,33.7,6.3,81.0,2.8,11.0,13.8,7.9,3.8,1.5,0.9,2.6,58.6,66,19,6.0,2022,3,False,0.62,C,57.2,-2.9,,C,False
Jayson Tatum,BOS,24,76,49,27,35.9,26.9,20.6,45.3,8.6,35.3,6.2,85.3,1.1,6.9,8.0,4.4,2.9,1.0,0.6,2.3,45.2,22,0,8.8,2022,1,False,0.64,F-G,53.1,-4.9,,F-G,False
Devin Booker,PHX,25,68,56,12,34.5,26.8,20.9,46.6,7.0,38.3,5.3,86.8,0.7,4.4,5.0,4.8,2.4,1.1,0.4,2.6,42.2,5,0,6.9,2022,0,False,0.82,G,55.1,-3.2,,G,False
Donovan Mitchell,UTA,25,67,41,26,33.8,25.9,20.5,44.8,9.8,35.5,4.7,85.3,0.8,3.4,4.2,5.3,3.0,1.5,0.2,2.4,40.9,3,0,4.1,2022,0,False,0.61,G,65.1,6.4,,G,False
Stephen Curry,GSW,34,64,45,19,34.5,25.5,19.1,43.7,11.7,38.0,4.7,92.3,0.5,4.7,5.2,6.3,3.2,1.3,0.4,2.0,43.1,12,2,8.0,2022,7,False,0.7,G,55.6,-2.9,,G,False
Karl-Anthony Towns,MIN,26,74,44,30,33.5,24.6,16.4,52.9,4.9,41.0,6.3,82.2,2.6,7.2,9.8,3.6,3.1,1.0,1.1,3.6,45.0,40,1,3.7,2022,1,False,0.59,C-F,57.1,-3.0,,C-F,False
Shai Gilgeous-Alexander,OKC,23,56,16,40,34.7,24.5,18.8,45.3,5.3,30.0,7.2,81.0,0.7,4.3,5.0,5.9,2.8,1.3,0.8,2.5,42.8,6,1,-4.7,2022,0,False,0.29,G,57.2,-1.4,,G,False
Zach LaVine,CHI,27,67,37,30,34.7,24.4,17.7,47.6,7.1,38.9,5.6,85.3,0.3,4.3,4.6,4.5,2.6,0.6,0.3,1.8,37.0,0,0,-0.4,2022,0,False,0.55,G-F,55.9,-2.1,,G-F,False
Paul George,LAC,31,31,18,13,34.8,24.3,20.5,42.1,8.3,35.4,4.8,85.8,0.4,6.5,6.9,5.7,4.1,2.2,0.4,2.4,44.8,7,0,3.0,2022,6,False,0.58,F,53.8,-4.3,,F,False
Damian Lillard,POR,31,29,12,17,36.4,24.0,19.0,40.2,9.8,32.4,6.2,87.8,0.4,3.7,4.1,7.3,2.9,0.6,0.4,1.3,39.9,8,0,-1.0,2022,6,False,0.41,G,59.3,1.3,,G,False
Jaylen Brown,BOS,25,66,43,23,33.6,23.6,18.4,47.3,7.0,35.8,4.8,75.8,0.8,5.3,6.1,3.5,2.7,1.1,0.3,2.5,37.5,11,2,6.9,2022,0,False,0.65,G-F,55.9,-2.4,,G-F,False
Bradley Beal,WAS,28,40,17,23,36.0,23.2,19.3,45.1,5.3,30.0,5.1,83.3,1.0,3.8,4.7,6.6,3.4,0.9,0.4,2.4,39.3,4,0,-2.6,2022,1,False,0.42,G,62.6,3.9,,G,False
Anthony Davis,LAL,29,40,17,23,35.1,23.2,17.4,53.2,1.8,18.6,6.1,71.3,2.7,7.2,9.9,3.1,2.1,1.2,2.3,2.4,47.9,19,0,-2.3,2022,4,False,0.42,F-C,52.8,-5.8,,F-C,False
De'Aaron Fox,SAC,24,59,22,37,35.3,23.2,18.5,47.3,4.2,29.7,5.9,75.0,0.4,3.5,3.9,5.6,2.8,1.2,0.4,2.9,38.1,5,0,-3.3,2022,0,False,0.37,G,62.4,5.0,,G,False
Pascal Siakam,TOR,28,68,40,28,37.9,22.8,17.8,49.4,3.2,34.4,5.6,74.9,1.9,6.6,8.5,5.3,2.7,1.3,0.6,3.3,43.9,30,2,3.8,2022,1,False,0.59,F,55.6,-3.1,,F,False
Brandon Ingram,NOP,24,55,29,26,34.0,22.7,17.9,46.1,4.1,32.7,5.9,82.6,0.6,5.2,5.8,5.6,2.7,0.6,0.5,2.2,38.5,7,0,2.2,2022,0,False,0.53,F,61.5,2.5,,F,False
CJ McCollum,NOP,30,62,28,34,34.6,22.1,18.8,46.0,7.6,38.8,2.7,68.2,0.9,3.5,4.3,5.1,2.0,1.1,0.4,2.0,37.3,3,0,-1.1,2022,0,False,0.45,G,59.1,0.9,,G,False
James Harden,PHI,32,65,40,25,37.2,22.0,15.3,41.0,6.9,33.0,8.2,87.7,0.8,6.8,7.7,10.3,4.4,1.3,0.6,2.4,47.7,42,11,2.7,2022,7,False,0.62,G,57.9,-1.1,,G,False
Darius Garland,CLE,22,68,37,31,35.7,21.7,17.3,46.2,6.7,38.3,3.5,89.2,0.6,2.7,3.3,8.6,3.6,1.3,0.1,1.7,39.1,29,1,5.5,2022,0,False,0.54,G,61.0,4.4,,G,False
Jimmy Butler,MIA,32,57,38,19,33.9,21.4,14.5,48.0,2.0,23.3,8.0,87.0,1.8,4.1,5.9,5.5,2.1,1.6,0.5,1.5,40.9,12,4,4.3,2022,4,False,0.67,F,62.3,2.9,,F,False
Anthony Edwards,MIN,20,72,39,33,34.2,21.3,17.3,44.1,8.4,35.7,3.9,78.6,0.9,3.9,4.8,3.8,2.6,1.5,0.6,2.3,36.4,4,0,2.6,2022,0,False,0.54,G,57.6,-1.3,,G,False
Dejounte Murray,SAS,25,68,30,38,34.8,21.1,18.3,46.2,4.3,32.7,3.6,79.4,1.2,7.1,8.3,9.2,2.6,2.0,0.3,2.0,49.4,39,13,0.7,2022,0,False,0.44,G,58.7,-0.2,,G,False
Tyler Herro,MIA,22,66,44,22,32.6,20.7,17.0,44.7,6.7,39.9,3.3,86.8,0.5,4.5,5.0,4.0,2.6,0.7,0.1,1.4,32.4,3,0,3.6,2022,0,False,0.67,G,58.4,1.3,,G,False
Klay Thompson,GSW,32,32,17,15,29.4,20.4,17.9,42.9,9.3,38.5,1.6,90.2,0.5,3.4,3.9,2.8,1.3,0.5,0.5,1.7,30.9,0,0,2.1,2022,2,False,0.53,G,53.4,-5.8,,G,False
Fred VanVleet,TOR,28,65,39,26,37.9,20.3,16.9,40.3,9.9,37.7,3.4,87.4,0.7,3.8,4.4,6.7,2.6,1.7,0.5,2.5,39.8,10,1,3.3,2022,0,False,0.6,G,54.8,-2.6,,G,False
Kristaps Porzingis,WAS,26,51,26,25,29.0,20.2,15.0,45.9,4.9,31.0,5.6,86.7,2.0,6.1,8.1,2.3,1.6,0.7,1.6,2.7,38.9,15,0,0.6,2022,0,False,0.51,F-C,53.2,-6.5,,F-C,False
Miles Bridges,CHA,24,80,41,39,35.5,20.2,15.2,49.1,5.8,33.1,4.2,80.2,1.1,5.9,7.0,3.8,1.9,0.9,0.8,2.4,37.6,15,0,1.8,2022,0,False,0.51,F,56.8,-2.3,,F,False
LaMelo Ball,CHA,20,75,39,36,32.3,20.1,16.7,42.9,7.5,38.9,3.2,87.2,1.4,5.2,6.7,7.6,3.3,1.6,0.4,3.2,42.2,23,5,1.3,2022,0,False,0.52,G,57.3,-0.9,,G,False
Julius Randle,NYK,27,72,32,40,35.3,20.1,17.3,41.1,5.4,30.8,5.6,75.6,1.7,8.2,9.9,5.1,3.4,0.7,0.5,2.8,40.2,31,1,-2.3,2022,1,False,0.44,F-C,54.3,-5.1,,F-C,False
Khris Middleton,MIL,30,66,44,22,32.4,20.1,15.5,44.3,6.6,37.3,4.4,89.0,0.6,4.8,5.4,5.4,2.9,1.2,0.3,2.4,36.1,4,0,4.6,2022,0,False,0.67,F,57.8,-0.6,,F,False
RJ Barrett,NYK,21,70,33,37,34.5,20.0,17.1,40.8,5.8,34.2,5.8,71.4,0.9,4.9,5.8,3.0,2.2,0.6,0.2,2.0,31.9,4,0,-2.1,2022,0,False,0.47,F-G,60.1,1.8,,F-G,False
Terry Rozier,CHA,28,73,38,35,33.7,19.3,16.0,44.4,8.1,37.4,2.4,85.2,0.8,3.5,4.3,4.5,1.3,1.3,0.3,1.6,34.7,3,1,1.0,2022,0,False,0.52,G,61.9,3.5,,G,False
Jerami Grant,DET,28,47,11,36,31.9,19.2,14.9,42.6,5.4,35.8,5.5,83.8,0.6,3.5,4.1,2.4,1.8,0.9,1.0,2.3,31.8,1,0,-4.7,2022,0,False,0.23,F,56.2,-4.0,,F,False
Malcolm Brogdon,IND,29,36,14,22,33.5,19.1,15.1,44.8,5.2,31.2,4.6,85.6,0.9,4.2,5.1,5.9,2.1,0.8,0.4,2.0,35.6,6,1,0.0,2022,0,False,0.39,G,56.9,-0.7,,G,False
Bam Adebayo,MIA,24,56,36,20,32.6,19.1,13.0,55.7,0.1,0.0,6.1,75.3,2.4,7.6,10.1,3.4,2.6,1.4,0.8,3.1,40.2,27,0,5.4,2022,0,False,0.64,C-F,56.5,-3.2,,C-F,False
Norman Powell,LAC,28,45,15,30,32.4,19.0,13.4,46.1,5.6,41.9,5.2,81.1,0.4,2.8,3.2,2.1,1.5,0.9,0.5,2.4,28.7,0,0,-4.9,2022,0,False,0.33,G,67.6,7.6,,G,False
Domantas Sabonis,SAC,25,62,21,41,34.4,18.9,12.5,57.3,2.0,31.2,5.4,74.1,3.2,8.9,12.1,5.2,3.1,1.0,0.4,3.3,42.3,46,5,-0.2,2022,0,False,0.34,F-C,57.5,-2.0,,F-C,False
Jordan Poole,GSW,22,76,49,27,30.0,18.5,13.9,44.8,7.6,36.4,3.5,92.5,0.4,3.0,3.4,4.0,2.5,0.8,0.3,2.7,29.4,2,0,4.3,2022,0,False,0.64,G,57.8,0.3,,G,False
Russell Westbrook,LAL,33,78,31,47,34.3,18.5,15.8,44.4,3.4,29.8,5.1,66.7,1.4,6.0,7.4,7.1,3.8,1.0,0.3,3.0,37.8,28,10,-2.7,2022,9,False,0.4,G,64.6,6.0,,G,False
Dillon Brooks,MEM,26,32,22,10,27.7,18.4,16.4,43.2,4.7,30.9,3.3,84.9,0.9,2.3,3.2,2.8,1.6,1.1,0.3,3.3,29.0,0,0,6.4,2022,0,False,0.69,G-F,52.4,-4.2,,G-F,False
Gary Trent Jr.,TOR,23,70,44,26,35.0,18.3,15.5,41.4,7.8,38.3,2.9,85.3,0.4,2.4,2.7,2.0,1.0,1.7,0.3,2.1,29.6,0,0,2.4,2022,0,False,0.63,G-F,62.1,4.4,,G-F,False
Jrue Holiday,MIL,31,67,47,20,32.9,18.3,14.2,50.1,4.8,41.1,2.7,76.1,1.0,3.5,4.5,6.8,2.7,1.6,0.4,2.0,37.3,12,0,6.4,2022,0,False,0.7,G,54.6,-2.7,,G,False
Desmond Bane,MEM,23,76,53,23,29.8,18.2,14.5,46.1,6.9,43.6,2.0,90.3,0.6,3.8,4.4,2.7,1.5,1.2,0.4,2.6,30.9,0,0,4.8,2022,0,False,0.7,G,52.0,-6.1,,G,False
D'Angelo Russell,MIN,26,65,39,26,31.9,18.1,15.0,41.1,8.0,34.0,3.7,82.5,0.4,2.9,3.3,7.1,2.5,1.0,0.3,2.0,34.0,12,0,3.2,2022,0,False,0.6,G,60.8,2.3,,G,False
Bojan Bogdanovic,UTA,33,69,45,24,30.9,18.1,13.4,45.5,6.8,38.7,3.8,85.8,0.8,3.4,4.3,1.7,1.7,0.5,0.0,1.7,25.7,3,0,3.2,2022,0,False,0.65,F,57.0,-2.1,,F,False
Christian Wood,HOU,26,68,19,49,30.8,17.9,12.9,50.1,4.9,39.0,4.9,62.3,1.6,8.5,10.1,2.3,1.9,0.8,1.0,2.5,36.8,33,0,-6.0,2022,0,False,0.28,F,58.4,-1.2,,F,False
Jonas Valanciunas,NOP,29,74,34,40,30.3,17.8,12.7,54.4,2.1,36.1,3.9,82.0,3.1,8.3,11.4,2.6,2.4,0.6,0.8,3.3,37.0,50,0,0.9,2022,0,False,0.46,C,58.6,-2.3,,C,False
Nikola Vucevic,CHI,31,73,41,32,33.1,17.6,15.8,47.3,4.5,31.4,1.7,76.0,1.9,9.1,11.0,3.2,1.9,1.0,1.0,2.5,39.6,44,0,-0.7,2022,0,False,0.56,C,58.8,-1.1,,C,False
Tyrese Maxey,PHI,21,75,45,30,35.3,17.5,13.3,48.5,4.1,42.7,3.3,86.6,0.3,2.9,3.2,4.3,1.2,0.7,0.4,2.1,30.0,1,0,2.6,2022,0,False,0.6,G,57.3,0.5,,G,False
Cade Cunningham,DET,20,64,20,44,32.6,17.4,16.1,41.6,5.7,31.4,2.6,84.5,0.9,4.6,5.5,5.6,3.7,1.2,0.7,3.1,34.4,10,2,-4.3,2022,0,False,0.31,G,56.3,-3.0,,G,False
Anfernee Simons,POR,22,57,25,32,29.5,17.3,14.0,44.3,7.8,40.5,2.0,88.8,0.5,2.2,2.6,3.9,2.0,0.5,0.1,1.9,26.2,2,0,-1.5,2022,0,False,0.44,G,66.1,7.8,,G,False
Jalen Green,HOU,20,67,12,55,31.9,17.3,14.2,42.6,6.8,34.3,3.5,79.7,0.5,2.9,3.4,2.6,2.0,0.7,0.3,1.5,26.0,0,0,-7.7,2022,0,False,0.18,G,65.7,6.7,,G,False
Tobias Harris,PHI,29,73,45,28,34.8,17.2,14.0,48.2,3.8,36.7,2.8,84.2,1.1,5.7,6.8,3.5,1.6,0.6,0.6,2.2,32.7,9,1,2.3,2022,0,False,0.62,F,59.8,1.4,,F,False
Andrew Wiggins,GSW,27,73,47,26,31.9,17.2,14.0,46.6,5.5,39.3,3.2,63.4,1.2,3.3,4.5,2.2,1.5,1.0,0.7,2.2,29.6,1,0,3.6,2022,0,False,0.64,F,54.0,-5.2,,F,False
Luguentz Dort,OKC,23,51,17,34,32.7,17.2,14.2,40.4,7.7,33.2,3.7,84.3,0.7,3.4,4.2,1.7,1.7,0.9,0.4,2.9,26.8,0,0,-5.8,2022,0,False,0.33,G,59.4,2.2,,G,False
Deandre Ayton,PHX,23,58,46,12,29.5,17.2,12.0,63.4,0.3,36.8,2.4,74.6,2.6,7.7,10.2,1.4,1.6,0.7,0.7,2.4,34.2,30,0,5.9,2022,0,False,0.79,C,54.6,-5.2,,C,False
OG Anunoby,TOR,24,48,31,17,36.0,17.1,14.5,44.3,6.6,36.3,2.5,75.4,1.5,4.0,5.5,2.6,1.7,1.5,0.5,2.7,32.0,3,0,2.8,2022,0,False,0.65,F,59.9,0.8,,F,False
Kyle Kuzma,WAS,26,66,29,37,33.4,17.1,14.2,45.2,5.7,34.1,3.3,71.2,1.1,7.4,8.5,3.5,2.6,0.6,0.9,1.9,34.6,24,1,-4.3,2022,0,False,0.44,F,51.3,-6.3,,F,False
Keldon Johnson,SAS,22,75,33,42,31.9,17.0,13.5,46.6,5.3,39.8,3.1,75.6,1.1,5.0,6.1,2.1,1.2,0.8,0.2,2.0,29.2,6,0,1.0,2022,0,False,0.44,F-G,52.7,-5.9,,F-G,False
Caris LeVert,CLE,27,58,23,35,30.7,17.0,14.7,44.4,4.4,32.0,3.3,75.6,0.7,2.9,3.7,4.3,1.9,0.9,0.4,2.3,29.8,1,0,-1.1,2022,0,False,0.4,G,61.2,3.4,,G,False
Reggie Jackson,LAC,32,75,38,37,31.2,16.8,16.3,39.2,6.8,32.6,2.2,84.7,0.5,3.1,3.6,4.8,2.3,0.7,0.2,2.1,28.8,5,0,-0.9,2022,0,False,0.51,G,53.7,-4.2,,G,False
Harrison Barnes,SAC,29,77,27,50,33.6,16.4,10.8,46.9,4.7,39.4,5.4,82.6,1.1,4.5,5.6,2.4,1.5,0.7,0.2,1.2,27.9,5,0,-4.9,2022,0,False,0.35,F,59.5,0.4,,F,False
Cole Anthony,ORL,21,65,18,47,31.7,16.3,14.0,39.1,6.0,33.8,3.9,85.4,0.5,4.9,5.4,5.7,2.6,0.7,0.3,2.6,31.6,9,0,-3.6,2022,0,False,0.28,G,58.5,0.6,,G,False
Jaren Jackson Jr.,MEM,22,78,53,25,27.3,16.3,13.3,41.5,5.1,31.9,4.4,82.3,1.5,4.3,5.8,1.1,1.7,0.9,2.3,3.5,32.9,7,0,4.6,2022,0,False,0.68,F-C,47.2,-12.5,,F-C,False
Jalen Brunson,DAL,25,79,50,29,31.9,16.3,12.8,50.2,3.2,37.3,2.7,84.0,0.5,3.4,3.9,4.8,1.6,0.8,0.0,1.9,29.2,7,0,2.9,2022,0,False,0.63,G,61.9,4.5,,G,False
John Collins,ATL,24,54,26,28,30.8,16.2,11.9,52.6,3.3,36.4,3.1,79.3,1.7,6.1,7.8,1.8,1.1,0.6,1.0,3.0,32.2,16,0,0.7,2022,0,False,0.48,F-C,55.9,-3.5,,F-C,False
Jarrett Allen,CLE,24,56,35,21,32.3,16.1,9.7,67.7,0.2,10.0,4.2,70.8,3.4,7.3,10.8,1.6,1.7,0.8,1.3,1.7,36.2,32,0,2.4,2022,0,False,0.62,C,47.7,-11.7,,C,False
Saddiq Bey,DET,23,82,23,59,33.0,16.1,13.9,39.6,7.4,34.6,3.1,82.7,1.3,4.1,5.4,2.8,1.2,0.9,0.2,1.6,28.9,6,0,-6.1,2022,0,False,0.28,F,56.7,-2.4,,F,False
Jordan Clarkson,UTA,29,79,47,32,27.1,16.0,14.1,41.9,7.6,31.8,2.2,82.8,0.8,2.6,3.5,2.5,1.6,0.8,0.2,1.9,25.3,1,0,4.8,2022,0,False,0.59,G,57.3,-0.5,,G,False
Collin Sexton,CLE,23,11,7,4,28.8,16.0,13.7,45.0,4.1,24.4,3.5,74.4,1.2,2.1,3.3,2.1,2.8,0.9,0.0,2.3,23.0,0,0,-2.7,2022,0,False,0.64,G,60.0,3.4,,G,False
Gordon Hayward,CHA,32,49,26,23,31.9,15.9,12.6,45.9,4.5,39.1,3.0,84.6,0.8,3.8,4.6,3.6,1.7,1.0,0.4,1.7,29.4,1,0,-0.4,2022,0,False,0.53,F,57.4,-1.9,,F,False
Buddy Hield,IND,29,81,26,55,30.8,15.6,13.6,40.6,8.8,36.6,1.6,87.4,0.8,3.5,4.4,2.8,1.9,0.9,0.3,2.3,26.8,1,0,-2.0,2022,0,False,0.32,G,61.2,3.4,,G,False
Rudy Gobert,UTA,29,66,42,24,32.1,15.6,7.7,71.3,0.1,0.0,6.7,69.0,3.7,11.0,14.7,1.1,1.8,0.7,2.1,2.7,41.3,53,0,6.3,2022,4,False,0.64,C,48.6,-11.1,,C,False
Kevin Porter Jr.,HOU,21,61,16,45,31.3,15.6,13.2,41.5,6.8,37.5,3.2,64.2,0.7,3.7,4.4,6.2,3.1,1.1,0.4,2.6,31.4,10,1,-4.6,2022,0,False,0.26,G-F,66.9,8.1,,G-F,False
Marcus Morris Sr.,LAC,32,54,26,28,29.0,15.4,12.8,43.4,5.1,36.7,2.7,87.2,0.5,3.9,4.4,2.1,1.3,0.5,0.3,2.1,25.1,2,0,-2.6,2022,0,False,0.48,F,63.1,3.1,,F,False
Tyrese Haliburton,IND,22,77,26,51,35.0,15.3,11.8,47.3,5.1,41.4,2.5,84.2,0.8,3.2,4.0,8.2,2.6,1.7,0.6,1.6,37.0,25,0,-4.2,2022,0,False,0.34,G,64.2,7.1,,G,False
Scottie Barnes,TOR,20,74,43,31,35.4,15.3,12.6,49.2,2.6,30.1,2.9,73.5,2.6,4.9,7.5,3.5,1.8,1.1,0.7,2.6,33.2,13,0,0.9,2022,0,False,0.58,F,56.5,-1.9,,F,False
Franz Wagner,ORL,20,79,21,58,30.7,15.2,12.3,46.8,3.4,35.4,2.8,86.3,1.1,3.4,4.5,2.9,1.5,0.9,0.4,2.1,27.3,2,0,-3.1,2022,0,False,0.27,F,50.9,-7.3,,F,False
Bogdan Bogdanovic,ATL,29,63,33,30,29.3,15.1,12.6,43.1,7.3,36.8,1.8,84.3,0.5,3.5,4.0,3.1,1.1,1.1,0.2,2.1,27.3,0,0,3.0,2022,0,False,0.52,G,59.7,1.9,,G,False
Jusuf Nurkic,POR,27,56,25,31,28.2,15.0,10.7,53.5,1.0,26.8,4.8,69.0,3.0,8.1,11.1,2.8,2.6,1.1,0.6,3.4,35.1,30,0,0.2,2022,0,False,0.45,C,57.0,-3.1,,C,False
Wendell Carter Jr.,ORL,23,62,16,46,29.9,15.0,11.0,52.5,3.5,32.7,3.3,69.1,2.2,8.2,10.5,2.8,1.9,0.6,0.7,2.7,33.6,33,0,-2.2,2022,0,False,0.26,C-F,49.8,-10.3,,C-F,False
Aaron Gordon,DEN,26,75,46,29,31.7,15.0,11.1,52.0,3.5,33.5,3.1,74.3,1.7,4.2,5.9,2.5,1.8,0.6,0.6,2.0,27.5,6,0,4.3,2022,0,False,0.61,F,55.7,-2.6,,F,False
Seth Curry,BKN,31,64,38,26,33.3,15.0,11.5,48.7,5.8,42.2,1.5,87.2,0.3,2.8,3.1,3.6,1.7,0.8,0.2,2.3,25.6,1,0,3.0,2022,0,False,0.59,G,59.8,2.3,,G,False
Evan Mobley,CLE,20,69,40,29,33.8,15.0,12.0,50.8,1.3,25.0,3.7,66.3,2.1,6.2,8.3,2.5,1.9,0.8,1.7,2.1,34.2,21,0,1.4,2022,0,False,0.58,C,50.1,-9.0,,C,False
Kelly Oubre Jr.,CHA,26,76,39,37,26.3,15.0,12.3,44.0,7.3,34.5,2.5,66.7,1.0,2.9,4.0,1.1,0.9,1.0,0.4,2.5,24.8,1,0,-0.3,2022,0,False,0.51,F-G,61.6,2.8,,F-G,False
Josh Hart,POR,27,54,20,34,33.2,14.9,10.5,50.4,3.9,34.3,3.9,75.8,1.1,6.0,7.2,4.1,2.1,1.1,0.2,2.8,31.8,12,0,-3.7,2022,0,False,0.37,G,60.2,1.7,,G,False
Lauri Markkanen,CLE,24,61,32,29,30.8,14.8,11.5,44.5,6.2,35.8,2.6,86.8,1.0,4.7,5.7,1.3,0.9,0.7,0.5,2.1,26.3,3,0,2.8,2022,0,False,0.52,F-C,57.8,-1.2,,F-C,False
Chris Paul,PHX,36,65,53,12,32.9,14.7,11.3,49.3,3.1,31.7,3.1,83.7,0.3,4.0,4.4,10.8,2.4,1.9,0.3,2.1,40.3,34,2,7.1,2022,10,False,0.82,G,60.8,2.6,,G,False
Jaylen Hoard,OKC,23,7,2,5,34.2,14.7,12.9,48.9,3.6,36.0,2.0,42.9,4.3,7.7,12.0,2.4,1.1,0.9,0.7,2.0,36.3,4,0,-12.4,2022,0,False,0.29,F,56.1,0.1,,F,False
Will Barton,DEN,31,71,41,30,32.1,14.7,12.6,43.8,6.1,36.5,1.8,80.3,0.6,4.2,4.8,3.9,1.8,0.8,0.4,1.6,28.1,1,0,1.4,2022,0,False,0.58,G,61.6,3.3,,G,False
Bobby Portis,MIL,27,72,46,26,28.2,14.6,12.1,47.9,4.7,39.3,1.6,75.2,2.5,6.6,9.1,1.2,1.3,0.7,0.7,2.4,30.4,24,0,4.4,2022,0,False,0.64,F,55.0,-4.6,,F,False
Tim Hardaway Jr.,DAL,30,42,24,18,29.6,14.2,12.6,39.4,7.2,33.6,2.5,75.7,0.3,3.4,3.7,2.2,0.8,0.9,0.1,1.8,24.3,0,0,0.9,2022,0,False,0.57,G-F,61.0,3.3,,G-F,False
Mikal Bridges,PHX,25,82,64,18,34.8,14.2,10.5,53.4,3.8,36.9,1.9,83.4,0.9,3.3,4.2,2.3,0.8,1.2,0.4,1.8,26.6,0,0,7.0,2022,0,False,0.78,F,58.3,0.2,,F,False
Evan Fournier,NYK,29,80,36,44,29.5,14.1,12.1,41.7,7.7,38.9,1.4,70.8,0.4,2.2,2.6,2.1,1.3,1.0,0.3,2.3,22.8,0,0,-1.2,2022,0,False,0.45,G-F,61.6,3.9,,G-F,False
Malik Monk,LAL,24,76,32,44,28.1,13.8,10.9,47.3,5.8,39.1,1.5,79.5,0.5,2.9,3.4,2.9,1.6,0.8,0.4,1.8,24.1,1,0,0.7,2022,0,False,0.42,G,60.1,2.1,,G,False
Spencer Dinwiddie,DAL,29,67,38,29,29.6,13.7,11.0,41.6,4.9,33.9,3.8,77.4,0.7,3.5,4.2,5.2,1.6,0.7,0.2,2.2,27.5,7,1,-0.7,2022,0,False,0.57,G,58.5,0.9,,G,False
Mike Conley,UTA,34,72,44,28,28.6,13.7,11.0,43.5,5.8,40.8,2.3,79.6,0.7,2.4,3.0,5.3,1.7,1.3,0.3,2.0,28.5,2,0,4.8,2022,0,False,0.61,G,55.5,-2.0,,G,False
Kevin Love,CLE,33,74,38,36,22.5,13.6,10.3,43.0,6.4,39.2,2.7,83.8,1.2,6.1,7.2,2.2,1.3,0.4,0.2,1.4,26.0,15,0,1.3,2022,2,False,0.51,F-C,55.0,-3.9,,F-C,False
Dennis Schroder,HOU,28,64,32,32,28.7,13.5,11.3,43.1,3.9,34.4,2.9,85.3,0.5,2.8,3.3,4.6,2.2,0.8,0.1,2.4,25.1,1,0,-0.5,2022,0,False,0.5,G,57.3,0.5,,G,False
Jakob Poeltl,SAS,26,68,30,38,29.0,13.5,9.8,61.8,0.0,100.0,2.8,49.5,3.9,5.5,9.3,2.8,1.6,0.7,1.7,3.1,34.4,28,0,1.7,2022,0,False,0.44,C,52.7,-7.0,,C,False
Eric Gordon,HOU,33,57,19,38,29.3,13.4,9.9,47.5,5.3,41.2,2.4,77.8,0.3,1.7,2.0,2.7,1.9,0.5,0.3,1.1,20.4,0,0,-3.1,2022,0,False,0.33,G,54.8,-3.3,,G,False
Kyle Lowry,MIA,36,63,41,22,33.9,13.4,10.0,44.0,6.1,37.7,2.8,85.1,0.5,4.0,4.5,7.5,2.7,1.1,0.3,2.8,31.4,16,2,4.0,2022,1,False,0.65,G,62.2,3.8,,G,False
