Player,Team,AGE,GP,W,L,MIN,PTS,FGA,FG%,3PA,3P%,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Year,累積前三隊,當年有無入選,勝率,position,DFG_percent,DIFF_percent,Pos,Final_Position,是否首次入選
Cheick Diallo,DET,25,3,0,3,10.2,3.7,2.7,37.5,0.0,0.0,2.0,83.3,1.3,2.7,4.0,0.0,0.3,0.3,0.0,2.0,9.1,0,0,-11.0,2022,0,False,0.0,F-C,75.0,18.8,,F-C,False
KZ Okpala,MIA,23,21,14,7,11.6,3.7,3.3,43.5,1.2,34.6,0.5,72.7,0.5,1.4,2.0,0.7,0.2,0.2,0.3,1.2,8.3,0,0,0.3,2022,0,False,0.67,F-G,56.8,0.0,,F-G,False
Enes Freedom,BOS,29,35,20,15,11.8,3.7,2.8,52.6,0.1,40.0,0.8,85.7,1.7,2.8,4.6,0.2,0.6,0.1,0.4,1.2,10.5,2,0,2.0,2022,0,False,0.57,C,47.6,-10.5,,C,False
Brad Wanamaker,WAS,32,23,10,13,13.9,3.6,3.3,36.4,0.7,23.5,1.1,92.0,0.3,1.4,1.7,2.4,1.0,0.3,0.3,2.0,9.9,0,0,-1.9,2022,0,False,0.43,G,61.4,3.9,,G,False
Isaiah Joe,PHI,22,55,35,20,11.1,3.6,3.2,35.0,2.5,33.3,0.6,93.5,0.1,0.9,1.0,0.6,0.3,0.3,0.1,0.9,6.4,0,0,0.4,2022,0,False,0.64,G,57.9,1.9,,G,False
Tomas Satoransky,WAS,30,55,21,34,16.5,3.6,3.5,37.7,1.0,20.8,1.0,79.6,0.5,1.8,2.3,3.3,0.8,0.5,0.1,1.3,12.4,1,0,-3.0,2022,0,False,0.38,G,62.7,5.0,,G,False
Thanasis Antetokounmpo,MIL,29,48,26,22,9.9,3.6,2.7,54.7,0.3,14.3,1.0,63.0,0.8,1.3,2.1,0.5,0.5,0.3,0.3,1.4,8.0,0,0,-2.4,2022,0,False,0.54,F,55.0,-3.1,,F,False
Tony Snell,NOP,30,53,19,34,15.5,3.5,3.2,40.4,2.4,35.2,0.1,100.0,0.3,1.6,1.9,0.5,0.4,0.3,0.2,1.3,7.7,0,0,-2.2,2022,0,False,0.36,G,63.5,4.7,,G,False
Jarrett Culver,MEM,23,37,28,9,9.1,3.5,3.6,37.8,1.3,25.5,0.9,47.1,0.4,0.9,1.3,0.9,0.5,0.5,0.1,1.1,7.9,0,0,-0.5,2022,0,False,0.76,G-F,63.2,5.1,,G-F,False
Elijah Hughes,POR,24,36,15,21,12.1,3.5,4.0,32.6,2.6,26.3,0.3,77.8,0.2,1.4,1.6,0.6,0.5,0.4,0.2,1.1,7.7,0,0,-6.4,2022,0,False,0.42,G,72.6,14.8,,G,False
Gorgui Dieng,ATL,32,44,23,21,8.4,3.5,2.5,47.3,1.5,42.6,0.6,73.1,0.7,2.0,2.8,0.8,0.5,0.3,0.3,1.2,9.1,0,0,-1.4,2022,0,False,0.52,C,58.9,-0.4,,C,False
Paul Millsap,PHI,37,33,22,11,11.4,3.5,3.5,39.1,1.1,22.9,0.7,70.8,1.2,2.2,3.5,0.9,0.6,0.3,0.4,2.0,10.5,0,0,-0.7,2022,0,False,0.67,F,54.8,-4.7,,F,False
Alfonzo McKinnie,CHI,29,17,8,9,12.1,3.5,3.6,39.3,1.6,33.3,0.5,25.0,0.8,1.2,1.9,0.3,0.4,0.1,0.2,1.5,6.7,0,0,-3.2,2022,0,False,0.47,F,60.0,2.5,,F,False
Paul Watson,OKC,27,9,2,7,17.4,3.4,3.9,34.3,2.9,23.1,0.2,50.0,0.3,2.7,3.0,0.9,0.4,0.3,0.3,1.1,9.9,0,0,-6.2,2022,0,False,0.22,G,80.0,20.5,,G,False
Nerlens Noel,NYK,28,25,10,15,22.5,3.4,2.4,53.3,0.1,0.0,1.2,70.0,1.9,3.7,5.6,0.9,0.8,1.2,1.2,2.7,18.1,0,0,-2.7,2022,0,False,0.4,C-F,52.0,-9.8,,C-F,False
Kent Bazemore,LAL,32,39,16,23,14.0,3.4,3.6,32.4,2.1,36.3,0.4,76.5,0.3,1.4,1.8,0.9,0.5,0.6,0.2,1.8,8.9,0,0,-3.0,2022,0,False,0.41,G-F,50.0,-8.1,,G-F,False
Tyler Cook,CHI,24,20,13,7,10.0,3.4,1.9,60.5,0.0,0.0,1.6,65.6,0.8,1.9,2.7,0.2,0.4,0.2,0.2,1.4,7.6,0,0,-1.4,2022,0,False,0.65,F,57.7,-1.2,,F,False
Tremont Waters,WAS,24,3,0,3,16.8,3.3,4.7,28.6,3.0,22.2,0.0,0.0,0.0,1.3,1.3,2.3,1.3,1.7,0.0,1.3,12.1,0,0,-6.3,2022,0,False,0.0,G,66.7,11.7,,G,False
Killian Tillie,MEM,24,36,27,9,12.8,3.3,3.5,33.9,2.4,31.4,0.2,62.5,0.6,1.1,1.7,0.6,0.4,0.6,0.4,1.6,9.0,0,0,0.8,2022,0,False,0.75,F-C,54.7,-3.2,,F-C,False
Juancho Hernangomez,UTA,26,40,20,20,11.1,3.3,2.7,41.5,1.7,34.8,0.9,55.9,0.7,1.8,2.5,0.5,0.4,0.4,0.3,0.6,8.4,0,0,-0.1,2022,0,False,0.5,F,57.3,1.3,,F,False
Semi Ojeleye,LAC,27,30,14,16,13.5,3.3,3.3,30.3,1.7,30.0,1.0,79.3,0.9,1.6,2.5,0.3,0.3,0.2,0.2,1.0,7.7,0,0,-4.8,2022,0,False,0.47,F,72.0,13.2,,F,False
Sterling Brown,DAL,27,49,31,18,12.8,3.3,3.2,38.1,1.9,30.4,0.3,93.3,0.5,2.5,3.0,0.7,0.5,0.3,0.1,1.1,8.8,2,0,0.7,2022,0,False,0.63,G-F,59.7,1.0,,G-F,False
Gabriel Lundberg,PHX,27,4,1,3,11.1,3.3,4.8,26.3,2.0,37.5,0.0,0.0,0.5,1.3,1.8,2.8,0.8,0.8,0.0,1.8,11.0,0,0,4.8,2022,0,False,0.25,G,83.3,20.5,,G,False
Tim Frazier,CLE,31,12,1,11,17.3,3.3,3.8,31.1,1.4,35.3,0.8,55.6,0.4,1.2,1.6,2.8,1.3,0.3,0.1,2.3,9.2,0,0,-6.7,2022,0,False,0.08,G,55.9,-0.4,,G,False
Trent Forrest,UTA,23,60,36,24,12.8,3.3,2.6,49.0,0.5,18.5,0.8,79.2,0.4,1.3,1.7,1.8,0.8,0.5,0.1,0.7,8.9,0,0,1.3,2022,0,False,0.6,G,57.4,-1.2,,G,False
Daishen Nix,HOU,20,24,3,21,10.9,3.2,2.8,40.3,1.1,26.9,1.3,53.3,0.3,1.1,1.4,1.7,1.1,0.6,0.0,0.9,8.2,0,0,-1.9,2022,0,False,0.12,G,72.1,14.6,,G,False
Dalano Banton,TOR,22,64,37,27,10.9,3.2,3.2,41.1,0.8,25.5,0.7,59.1,0.6,1.3,1.9,1.5,0.8,0.4,0.2,1.1,8.8,0,0,0.5,2022,0,False,0.58,F,56.8,1.0,,F,False
Jahmi'us Ramsey,SAC,20,19,2,17,7.0,3.2,3.1,41.4,0.9,27.8,0.7,50.0,0.2,0.5,0.7,0.4,0.3,0.1,0.1,0.5,4.6,0,0,-1.1,2022,0,False,0.11,G,72.7,15.4,,G,False
Rodney Hood,LAC,29,52,30,22,13.6,3.1,3.0,36.9,1.8,33.0,0.4,89.5,0.3,1.2,1.5,0.7,0.2,0.3,0.1,0.6,7.0,0,0,0.2,2022,0,False,0.58,G-F,57.5,0.4,,G-F,False
Justin Robinson,DET,24,25,13,12,12.1,3.1,3.7,30.1,2.4,29.5,0.3,50.0,0.2,0.7,0.8,1.3,0.7,0.4,0.0,1.1,6.6,0,0,-4.9,2022,0,False,0.52,G,57.9,2.4,,G,False
Kevin Knox II,ATL,22,30,18,12,7.4,3.1,2.8,36.5,1.8,27.8,0.7,72.7,0.5,1.0,1.5,0.3,0.2,0.1,0.1,0.6,5.7,0,0,-2.3,2022,0,False,0.6,F,73.1,20.0,,F,False
Devontae Cacok,SAS,25,15,5,10,8.1,3.1,2.1,67.7,0.0,0.0,0.5,57.1,0.5,2.3,2.8,0.4,0.2,0.5,0.5,1.1,9.8,0,0,-0.1,2022,0,False,0.33,F,51.9,-3.8,,F,False
Keljin Blevins,POR,26,31,4,27,11.3,3.1,3.6,30.6,2.3,29.2,0.4,54.5,0.5,0.9,1.5,0.6,0.5,0.4,0.0,0.9,6.5,0,0,-6.7,2022,0,False,0.13,G,72.2,13.8,,G,False
Paul Reed,PHI,22,38,21,17,8.0,3.1,2.5,56.3,0.2,25.0,0.4,42.9,1.2,1.3,2.4,0.4,0.3,0.9,0.4,1.5,10.0,0,0,-1.1,2022,0,False,0.55,F,66.2,5.8,,F,False
Charles Bassey,PHI,21,23,11,12,7.3,3.0,2.0,63.8,0.2,0.0,0.5,75.0,1.0,1.7,2.7,0.3,0.3,0.2,0.7,1.4,9.2,1,0,-1.5,2022,0,False,0.48,C-F,47.4,-11.4,,C-F,False
Daniel Oturu,TOR,22,3,1,2,9.1,3.0,2.0,50.0,0.3,0.0,1.7,60.0,0.3,1.3,1.7,0.0,0.0,0.0,0.7,0.3,7.0,0,0,-8.0,2022,0,False,0.33,C,28.6,-36.7,,C,False
Elfrid Payton,PHX,28,50,39,11,11.0,3.0,3.5,38.3,0.4,22.2,0.6,37.5,0.4,1.3,1.8,2.0,0.9,0.5,0.1,0.8,9.0,0,0,-0.9,2022,0,False,0.78,G,52.0,-4.6,,G,False
Javonte Smart,MIA,22,17,11,6,11.8,3.0,3.5,31.7,1.6,29.6,0.4,83.3,0.3,1.1,1.4,0.9,0.6,0.4,0.2,0.7,7.0,0,0,-2.5,2022,0,False,0.65,G,51.4,-4.2,,G,False
Matt Ryan,BOS,25,1,1,0,5.3,3.0,5.0,20.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0,0,3.0,2022,0,False,1.0,,,,,,False
Neemias Queta,SAC,22,15,4,11,8.0,3.0,2.5,44.7,0.0,0.0,1.1,64.7,0.9,1.1,2.1,0.4,0.4,0.1,0.5,1.2,7.5,0,0,-0.5,2022,0,False,0.27,C,50.0,-8.5,,C,False
Nick Richards,CHA,24,50,25,25,7.3,3.0,1.8,66.7,0.0,0.0,0.9,69.8,0.7,1.0,1.7,0.3,0.5,0.2,0.4,1.0,6.8,0,0,-2.2,2022,0,False,0.5,C,53.5,-7.1,,C,False
Paris Bass,PHX,26,2,2,0,3.7,3.0,3.0,33.3,1.0,0.0,1.0,100.0,1.0,1.0,2.0,0.0,1.0,0.5,0.0,1.0,5.9,0,0,1.0,2022,0,False,1.0,,,,,,False
Trevon Scott,CLE,25,2,1,1,5.7,3.0,3.0,50.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,1.0,7.2,0,0,2.0,2022,0,False,0.5,F,66.7,10.5,,F,False
Tony Bradley,CHI,24,55,28,27,10.0,3.0,2.2,58.5,0.0,0.0,0.5,65.5,1.2,2.2,3.4,0.5,0.6,0.2,0.6,1.1,9.5,0,0,1.3,2022,0,False,0.51,C-F,43.1,-16.5,,C-F,False
Bruno Fernando,HOU,23,30,15,15,5.1,2.9,1.8,65.5,0.1,50.0,0.8,62.5,0.6,1.2,1.8,0.2,0.5,0.0,0.4,0.8,6.2,2,0,-1.1,2022,0,False,0.5,F-C,46.4,-12.0,,F-C,False
Denzel Valentine,UTA,28,24,14,10,9.2,2.9,2.8,37.9,2.0,40.4,0.0,0.0,0.4,1.4,1.8,0.5,0.5,0.3,0.0,0.8,6.2,0,0,-1.1,2022,0,False,0.58,G,52.9,-5.8,,G,False
Skylar Mays,ATL,24,28,17,11,7.9,2.9,2.3,50.0,0.9,32.0,0.3,88.9,0.2,0.7,0.9,0.6,0.4,0.3,0.0,0.3,5.2,1,0,-1.9,2022,0,False,0.61,G,60.0,3.5,,G,False
Vernon Carey Jr.,WAS,21,7,3,4,6.3,2.9,1.9,53.8,0.0,0.0,1.9,46.2,1.1,0.6,1.7,0.0,0.4,0.3,0.1,0.6,5.8,0,0,-6.3,2022,0,False,0.43,F-C,50.0,-10.6,,F-C,False
Tyler Johnson,SAS,29,6,2,4,15.2,2.8,3.3,30.0,2.2,38.5,0.0,0.0,0.5,1.5,2.0,1.2,0.3,0.5,0.5,1.2,9.7,0,0,-1.0,2022,0,False,0.33,G,75.0,17.6,,G,False
Tyrone Wallace,NOP,27,6,4,2,12.5,2.8,3.3,35.0,1.3,25.0,0.8,20.0,0.0,1.3,1.3,0.2,0.3,0.5,0.2,1.2,6.4,0,0,-3.0,2022,0,False,0.67,G,60.0,4.7,,G,False
Aleem Ford,ORL,24,5,2,3,14.7,2.8,4.0,30.0,3.0,13.3,0.0,0.0,0.4,2.6,3.0,0.4,0.8,0.2,0.0,1.4,6.8,0,0,-7.0,2022,0,False,0.4,F,66.7,13.5,,F,False
Quinndary Weatherspoon,GSW,25,11,8,3,6.7,2.7,1.9,57.1,0.5,20.0,0.5,100.0,0.2,1.1,1.3,0.5,0.3,0.1,0.1,1.4,5.2,0,0,-0.9,2022,0,False,0.73,G,69.2,10.4,,G,False
Jay Scrubb,LAC,21,18,8,10,6.7,2.7,2.6,39.1,1.2,28.6,0.6,70.0,0.1,0.8,0.9,0.4,0.4,0.2,0.2,0.5,5.2,0,0,0.9,2022,0,False,0.44,G,50.0,-6.6,,G,False
Josh Okogie,MIN,23,49,23,26,10.5,2.7,2.1,40.4,1.0,29.8,1.0,68.6,0.6,0.8,1.4,0.5,0.5,0.5,0.2,1.1,7.1,0,0,0.8,2022,0,False,0.47,G,47.3,-9.8,,G,False
Gary Clark,NOP,27,38,20,18,10.0,2.7,2.3,37.5,1.8,40.0,0.3,70.0,0.6,1.8,2.4,0.5,0.3,0.3,0.2,0.5,7.5,0,0,-0.5,2022,0,False,0.53,F,66.1,6.8,,F,False
Devon Dotson,CHI,22,11,5,6,7.7,2.6,2.1,47.8,0.8,22.2,0.8,55.6,0.1,0.7,0.8,1.4,0.5,0.1,0.0,1.0,5.5,0,0,-0.2,2022,0,False,0.45,G,60.0,6.2,,G,False
Chris Silva,MIA,25,10,7,3,9.1,2.6,1.5,53.3,0.0,0.0,1.2,83.3,1.3,2.3,3.6,0.7,0.8,0.0,0.1,2.0,7.5,0,0,-2.9,2022,0,False,0.7,F,63.6,3.3,,F,False
Gabriel Deck,OKC,27,7,2,5,7.9,2.6,2.0,57.1,0.6,50.0,0.0,0.0,0.1,0.7,0.9,0.7,0.3,0.1,0.0,0.3,4.8,0,0,-2.0,2022,0,False,0.29,F,50.0,-8.5,,F,False
Theo Pinson,DAL,26,19,14,5,7.8,2.5,2.1,35.9,1.6,33.3,0.5,100.0,0.1,1.0,1.1,0.9,0.3,0.3,0.1,0.6,6.0,0,0,-2.2,2022,0,False,0.74,G-F,62.1,2.1,,G-F,False
Juwan Morgan,BOS,25,2,1,1,15.5,2.5,1.5,66.7,1.0,50.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,1.5,5.7,0,0,-8.5,2022,0,False,0.5,F,75.0,15.6,,F,False
Sam Hauser,BOS,24,26,20,6,6.1,2.5,1.9,46.0,1.7,43.2,0.0,0.0,0.2,0.9,1.1,0.4,0.1,0.0,0.1,0.3,4.7,0,0,0.0,2022,0,False,0.77,F,19.0,-36.0,,F,False
Udonis Haslem,MIA,41,13,10,3,6.4,2.5,2.4,45.2,0.3,25.0,0.2,100.0,0.3,1.6,1.9,0.3,0.4,0.1,0.1,1.2,5.3,0,0,-1.2,2022,0,False,0.77,F,100.0,43.6,,F,False
Abdel Nader,PHX,28,14,11,3,10.4,2.4,2.5,34.3,1.0,28.6,0.7,60.0,0.3,1.6,1.9,0.5,0.8,0.6,0.3,1.4,7.3,0,0,-0.1,2022,0,False,0.79,F,60.0,3.5,,F,False
Ish Wainright,PHX,27,45,36,9,8.0,2.4,2.3,39.4,1.3,32.2,0.3,58.3,0.6,0.6,1.2,0.3,0.3,0.4,0.1,1.1,5.8,0,0,0.9,2022,0,False,0.8,F,54.3,-3.8,,F,False
Jake Layman,MIN,28,34,20,14,6.8,2.4,2.1,41.1,1.0,22.9,0.5,72.2,0.2,0.9,1.1,0.3,0.3,0.2,0.1,0.4,4.8,0,0,-0.3,2022,0,False,0.59,F,54.5,-0.2,,F,False
Jalen Johnson,ATL,20,22,14,8,5.5,2.4,1.9,53.7,0.6,23.1,0.3,71.4,0.1,1.1,1.2,0.1,0.4,0.1,0.1,0.4,4.3,0,0,-0.9,2022,0,False,0.64,F,45.0,-12.9,,F,False
Bol Bol,ORL,22,14,5,9,5.8,2.4,1.9,55.6,0.3,25.0,0.4,40.0,0.3,1.1,1.4,0.4,0.3,0.1,0.1,0.3,5.0,0,0,0.4,2022,0,False,0.36,C-F,58.3,-5.3,,C-F,False
Freddie Gillespie,ORL,24,9,1,8,13.2,2.3,2.4,40.9,0.1,0.0,0.8,42.9,1.4,2.6,4.0,0.6,0.6,0.3,1.0,2.0,11.4,0,0,-3.2,2022,0,False,0.11,C,52.5,-5.7,,C,False
Haywood Highsmith,MIA,25,19,13,6,8.6,2.3,2.4,34.8,1.5,32.1,0.3,40.0,0.5,0.8,1.4,0.3,0.2,0.1,0.2,0.7,5.0,0,0,-1.9,2022,0,False,0.68,F,43.5,-15.9,,F,False
Justin Champagnie,TOR,20,36,21,15,7.8,2.3,1.9,46.3,0.8,35.7,0.3,100.0,1.0,1.0,2.0,0.3,0.2,0.2,0.1,0.9,5.9,0,0,1.4,2022,0,False,0.58,G-F,63.3,6.7,,G-F,False
Nik Stauskas,BOS,28,8,7,1,4.8,2.3,1.8,35.7,1.3,40.0,0.8,66.7,0.1,0.3,0.4,0.3,0.1,0.0,0.0,0.1,3.0,0,0,2.3,2022,0,False,0.88,G,100.0,42.8,,G,False
Miles McBride,NYK,21,40,19,21,9.3,2.2,2.7,29.6,1.7,25.0,0.3,66.7,0.1,1.0,1.1,1.0,0.1,0.4,0.0,1.1,6.0,0,0,2.5,2022,0,False,0.48,G,62.0,5.8,,G,False
Dylan Windler,CLE,25,50,28,22,9.2,2.2,2.0,37.8,1.4,30.0,0.4,83.3,0.4,1.4,1.8,0.7,0.3,0.3,0.1,0.9,6.1,0,0,-0.2,2022,0,False,0.56,G-F,46.7,-10.4,,G-F,False
Jericho Sims,NYK,23,41,19,22,13.5,2.2,1.3,72.2,0.0,0.0,0.7,41.4,1.5,2.6,4.1,0.5,0.5,0.3,0.5,1.6,9.8,1,0,1.9,2022,0,False,0.46,C,60.2,0.1,,C,False
Justin Jackson,PHX,27,7,6,1,5.2,2.1,2.1,33.3,1.3,33.3,0.3,100.0,0.1,0.9,1.0,0.3,0.1,0.0,0.0,0.4,3.6,0,0,-1.9,2022,0,False,0.86,F,40.0,-18.7,,F,False
Jeff Dowtin,ORL,24,9,4,5,12.0,2.1,2.9,30.8,1.0,11.1,0.2,100.0,0.9,1.1,2.0,1.1,0.6,0.6,0.1,0.6,7.6,0,0,-2.9,2022,0,False,0.44,G,60.0,7.0,,G,False
Joe Wieskamp,SAS,22,29,11,18,7.1,2.1,1.9,35.7,1.5,32.6,0.4,53.8,0.1,0.3,0.5,0.3,0.1,0.1,0.1,0.5,3.8,0,0,0.0,2022,0,False,0.38,G-F,60.7,4.2,,G-F,False
JT Thor,CHA,19,33,18,15,7.9,2.0,1.7,43.6,0.8,25.9,0.6,60.0,0.3,1.0,1.3,0.6,0.3,0.2,0.3,0.8,5.9,0,0,-0.2,2022,0,False,0.55,F,64.7,9.1,,F,False
Ahmad Caver,IND,25,1,0,1,0.8,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,2.0,2022,0,False,0.0,,,,,,False
Cassius Winston,WAS,24,7,1,6,5.6,2.0,1.6,36.4,0.9,33.3,0.6,100.0,0.0,0.1,0.1,1.0,0.4,0.0,0.0,1.3,3.2,0,0,-0.9,2022,0,False,0.14,G,75.0,12.5,,G,False
Craig Sword,WAS,28,3,1,2,6.3,2.0,1.3,75.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.3,0.0,2.3,6.2,0,0,0.3,2022,0,False,0.33,,,,,,False
Damyean Dotson,NYK,27,2,1,1,10.3,2.0,2.0,50.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,4.0,0,0,1.5,2022,0,False,0.5,G,0.0,-52.2,,G,False
Jemerrio Jones,LAL,27,2,0,2,7.4,2.0,1.5,66.7,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,0.5,0.0,1.0,5.3,0,0,-6.5,2022,0,False,0.0,F,50.0,-14.8,,F,False
Joe Johnson,BOS,40,1,1,0,2.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,-5.0,2022,1,False,1.0,,,,,,False
Langston Galloway,MIL,30,7,4,3,15.2,2.0,3.7,23.1,2.3,12.5,0.0,0.0,0.4,2.1,2.6,1.7,0.9,0.1,0.0,1.0,7.2,0,0,-1.7,2022,0,False,0.57,G,50.0,-7.6,,G,False
Luke Kornet,BOS,26,15,11,4,6.9,2.0,1.8,48.1,0.3,0.0,0.4,66.7,0.9,1.1,1.9,0.6,0.0,0.2,0.2,0.6,6.4,0,0,1.5,2022,0,False,0.73,C-F,42.9,-17.2,,C-F,False
Norvel Pelle,UTA,29,3,0,3,6.3,2.0,1.7,60.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.7,0.0,0.3,0.3,4.7,0,0,-6.3,2022,0,False,0.0,C,83.3,24.3,,C,False
Shaquille Harrison,BKN,28,2,1,1,11.3,2.0,3.0,33.3,1.0,0.0,0.0,0.0,0.5,1.5,2.0,1.5,1.0,0.5,0.5,1.5,8.7,0,0,-2.0,2022,0,False,0.5,G,75.0,21.5,,G,False
Usman Garuba,HOU,20,24,2,22,10.0,2.0,1.8,43.2,0.8,25.0,0.3,71.4,0.9,2.6,3.5,0.7,0.3,0.4,0.5,1.2,9.6,0,0,1.4,2022,0,False,0.08,F,65.2,7.3,,F,False
Chris Chiozza,GSW,26,34,21,13,10.9,2.0,2.4,29.6,1.6,32.1,0.1,66.7,0.3,0.8,1.1,1.9,0.9,0.4,0.0,0.9,6.3,0,0,-1.4,2022,0,False,0.62,G,62.7,6.6,,G,False
Marko Simonovic,CHI,22,9,4,5,3.9,1.9,1.7,26.7,0.6,20.0,1.2,72.7,0.6,0.6,1.1,0.0,0.2,0.1,0.1,0.7,3.7,0,0,0.3,2022,0,False,0.44,C,40.0,-18.0,,C,False
Alize Johnson,NOP,26,23,14,9,7.3,1.8,1.7,43.6,0.2,0.0,0.5,58.3,1.2,1.4,2.7,0.4,0.5,0.2,0.0,0.8,5.7,0,0,-2.0,2022,0,False,0.61,F,69.4,13.2,,F,False
Brodric Thomas,BOS,25,12,8,4,5.0,1.8,1.5,44.4,0.8,22.2,0.4,60.0,0.2,0.7,0.8,0.9,0.5,0.1,0.1,0.6,4.1,0,0,0.3,2022,0,False,0.67,G,60.0,7.5,,G,False
Eugene Omoruyi,DAL,25,4,1,3,4.5,1.8,1.3,40.0,0.5,50.0,1.0,50.0,0.5,1.3,1.8,0.5,0.0,0.0,0.0,0.5,4.6,0,0,0.8,2022,0,False,0.25,F,50.0,-19.6,,F,False
Willie Cauley-Stein,PHI,28,20,12,8,9.1,1.7,1.8,45.7,0.1,50.0,0.1,50.0,0.7,1.4,2.0,0.5,0.4,0.3,0.2,1.0,5.9,0,0,1.2,2022,0,False,0.6,C,69.1,7.9,,C,False
Isaiah Todd,WAS,20,12,1,11,6.2,1.7,2.2,26.9,1.3,25.0,0.5,33.3,0.3,0.8,1.0,0.3,0.3,0.3,0.2,0.3,4.5,0,0,-2.0,2022,0,False,0.08,F,76.9,17.9,,F,False
Wayne Selden,NYK,27,3,2,1,6.4,1.7,1.3,25.0,0.7,50.0,1.3,50.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,2.6,0,0,-4.3,2022,0,False,0.67,G,100.0,46.1,,G,False
Kevin Pangos,CLE,29,24,16,8,6.9,1.6,1.9,32.6,1.1,23.1,0.2,75.0,0.1,0.4,0.5,1.3,0.3,0.1,0.0,0.5,4.1,0,0,-1.5,2022,0,False,0.67,G,48.0,-7.9,,G,False
Ryan Arcidiacono,NYK,28,10,8,2,7.6,1.6,1.2,50.0,0.9,44.4,0.0,0.0,0.0,0.8,0.8,0.4,0.3,0.1,0.0,0.5,3.2,0,0,-1.2,2022,0,False,0.8,G,54.5,2.0,,G,False
Emmanuel Mudiay,SAC,26,2,0,2,5.5,1.5,1.0,0.0,0.0,0.0,2.0,75.0,0.0,0.0,0.0,2.0,0.5,0.5,0.0,0.5,5.5,0,0,-3.5,2022,0,False,0.0,G,50.0,-0.1,,G,False
Rob Edwards,OKC,25,2,0,2,5.4,1.5,2.0,25.0,2.0,25.0,0.0,0.0,0.0,1.5,1.5,0.0,0.5,0.0,0.0,0.0,2.8,0,0,-7.0,2022,0,False,0.0,G,33.3,18.0,,G,False
Leandro Bolmaro,MIN,21,35,19,16,6.9,1.4,1.5,31.5,0.5,27.8,0.4,84.6,0.5,0.8,1.2,0.6,0.4,0.2,0.0,0.7,3.9,0,0,0.1,2022,0,False,0.54,F,58.5,2.4,,F,False
Malik Fitts,BOS,24,15,13,2,4.2,1.4,1.3,42.1,0.7,50.0,0.0,0.0,0.1,1.0,1.1,0.3,0.1,0.0,0.0,0.3,3.1,0,0,-1.3,2022,0,False,0.87,F,75.0,16.8,,F,False
Charlie Brown Jr.,PHI,25,22,16,6,8.1,1.4,1.8,25.6,0.5,8.3,0.5,90.0,0.6,0.8,1.5,0.3,0.2,0.5,0.2,0.8,5.2,0,0,-1.0,2022,0,False,0.73,G,48.4,-10.4,,G,False
Darren Collison,LAL,34,3,1,2,12.4,1.3,2.3,28.6,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.7,0.3,0.3,0.0,1.7,4.6,0,0,-4.7,2022,0,False,0.33,G,50.0,-8.1,,G,False
Jordan Schakel,WAS,23,4,1,3,7.6,1.3,2.8,9.1,1.5,16.7,0.5,100.0,0.5,1.5,2.0,0.0,0.3,0.3,0.0,0.0,4.2,0,0,0.5,2022,0,False,0.25,G,0.0,-43.5,,G,False
Moses Wright,DAL,23,4,4,0,3.7,1.3,1.0,25.0,0.3,0.0,0.8,100.0,0.3,0.5,0.8,0.5,0.0,0.0,0.3,0.0,3.7,0,0,-1.8,2022,0,False,1.0,F,66.7,7.6,,F,False
Myles Powell,PHI,24,11,8,3,4.7,1.2,1.5,29.4,0.5,16.7,0.2,100.0,0.1,0.5,0.5,0.3,0.3,0.1,0.0,0.7,2.2,0,0,-1.6,2022,0,False,0.73,G,33.3,-1.7,,G,False
Tacko Fall,CLE,26,11,4,7,5.3,1.1,1.1,41.7,0.0,0.0,0.6,28.6,0.6,1.5,2.1,0.2,0.3,0.0,0.5,0.3,5.2,0,0,0.5,2022,0,False,0.36,C,30.0,-25.5,,C,False
Marcus Garrett,MIA,23,12,11,1,10.7,1.1,1.8,23.8,0.3,25.0,0.4,40.0,0.8,1.2,1.9,0.6,0.2,0.4,0.3,1.3,6.1,0,0,1.4,2022,0,False,0.92,G,53.3,1.7,,G,False
Yves Pons,MEM,22,12,9,3,5.9,1.1,1.3,31.3,0.8,33.3,0.2,0.0,0.4,0.6,1.0,0.1,0.1,0.1,0.3,0.5,3.6,0,0,-2.5,2022,0,False,0.75,F,38.5,-17.4,,F,False
